,team_id_salary,league_id_salary,player_id,salary,team_id,league_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp
2254,SDN,NL,johnsro07,421700,SEA,AL,265.0,736.0,62.0,147.0,38.0,4.0,8.0,64.0,6.0,2.0,72.0,186.0,6.0,7.0,8.0,6.0,24.0
2255,TBA,AL,johnsru01,575000,HOU,AL,364.0,836.0,117.0,221.0,46.0,2.0,14.0,97.0,16.0,10.0,105.0,173.0,1.0,5.0,15.0,5.0,17.0
2256,BAL,AL,johnsst02,495000,BAL,AL,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,SLN,NL,johnsty01,398000,SLN,NL,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2258,MON,NL,johnswa03,295000,MON,NL,428.0,569.0,52.0,145.0,17.0,6.0,5.0,59.0,19.0,7.0,52.0,58.0,4.0,1.0,3.0,4.0,8.0
2259,OAK,AL,johnto01,600000,NYA,AL,761.0,900.0,43.0,141.0,13.0,0.0,5.0,54.0,0.0,0.0,33.0,211.0,0.0,1.0,93.0,3.0,20.0
2260,BAL,AL,jonesad01,13333333,BAL,AL,1242.0,4728.0,675.0,1316.0,229.0,27.0,196.0,659.0,84.0,32.0,219.0,973.0,14.0,78.0,6.0,37.0,123.0
2261,LAN,NL,jonesan01,14726910,ATL,NL,2196.0,7599.0,1204.0,1933.0,383.0,36.0,434.0,1289.0,152.0,59.0,891.0,1748.0,69.0,97.0,6.0,71.0,191.0
2262,PHI,NL,jonesba01,1025000,CHA,NL,348.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
2263,TEX,AL,jonesbo02,117500,TEX,AL,314.0,603.0,65.0,133.0,17.0,0.0,20.0,86.0,5.0,4.0,50.0,117.0,6.0,5.0,4.0,9.0,9.0
2264,NYN,NL,jonesbo03,5366667,NYN,NL,245.0,442.0,29.0,59.0,8.0,0.0,1.0,16.0,0.0,0.0,15.0,164.0,0.0,1.0,64.0,0.0,4.0
2265,NYN,NL,jonesbo04,270000,COL,NL,100.0,81.0,7.0,14.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,23.0,0.0,0.0,12.0,1.0,1.0
2266,SEA,AL,jonesca01,132500,SEA,AL,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,ARI,NL,jonesch05,450000,COL,NL,548.0,1021.0,155.0,257.0,43.0,11.0,30.0,131.0,26.0,10.0,74.0,287.0,4.0,5.0,11.0,8.0,21.0
2268,ATL,NL,jonesch06,16061802,ATL,NL,2499.0,8984.0,1619.0,2726.0,549.0,38.0,468.0,1623.0,150.0,46.0,1512.0,1409.0,177.0,18.0,3.0,97.0,253.0
2269,SFN,NL,jonesda05,109000,SFN,NL,34.0,58.0,7.0,10.0,0.0,2.0,1.0,7.0,2.0,2.0,8.0,12.0,0.0,0.0,0.0,1.0,0.0
2270,PHI,NL,jonesdo01,2875000,CLE,AL,846.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2271,NYA,AL,jonesga02,5000000,PIT,NL,911.0,2924.0,347.0,734.0,178.0,12.0,122.0,400.0,28.0,10.0,265.0,680.0,18.0,7.0,0.0,31.0,57.0
2272,ANA,AL,jonesgr01,301500,LAA,AL,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,DET,AL,jonesja04,6333333,MIN,AL,1302.0,4594.0,632.0,1272.0,255.0,19.0,165.0,630.0,82.0,45.0,314.0,949.0,37.0,36.0,18.0,27.0,116.0
2274,CHN,NL,jonesja05,4033333,TEX,AL,40.0,107.0,11.0,23.0,6.0,0.0,3.0,11.0,0.0,1.0,10.0,21.0,0.0,3.0,0.0,1.0,1.0
2275,HOU,NL,jonesji02,500000,SDN,NL,159.0,193.0,19.0,32.0,2.0,0.0,2.0,11.0,0.0,0.0,17.0,61.0,0.0,0.0,31.0,1.0,1.0
2276,KCA,AL,jonesly01,202500,DET,AL,527.0,947.0,109.0,239.0,34.0,5.0,7.0,91.0,13.0,14.0,73.0,86.0,1.0,6.0,14.0,8.0,29.0
2277,KCA,AL,jonesmi02,100000,KCA,AL,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,CHA,AL,jonesna01,660000,CHA,AL,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,BAL,AL,jonesod01,107500,PIT,AL,201.0,39.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,3.0,0.0,0.0
2280,KCA,AL,jonesro01,65000,KCA,AL,67.0,145.0,12.0,32.0,5.0,2.0,0.0,11.0,1.0,1.0,8.0,23.0,0.0,1.0,1.0,3.0,5.0
2281,PHI,NL,jonesro02,130000,PHI,NL,97.0,239.0,27.0,65.0,10.0,1.0,13.0,40.0,1.0,1.0,22.0,33.0,1.0,0.0,0.0,3.0,6.0
2282,CAL,AL,jonesru01,560000,CAL,AL,1331.0,4415.0,643.0,1103.0,215.0,38.0,147.0,579.0,143.0,84.0,534.0,817.0,38.0,12.0,43.0,34.0,87.0
2283,MON,NL,joneste02,225000,MON,NL,227.0,530.0,78.0,128.0,21.0,5.0,1.0,34.0,27.0,8.0,36.0,106.0,2.0,0.0,18.0,1.0,7.0
2284,SLN,NL,jonesti02,165000,SLN,NL,252.0,485.0,45.0,113.0,25.0,1.0,1.0,28.0,15.0,10.0,45.0,81.0,4.0,3.0,9.0,3.0,5.0
2285,DET,AL,jonesto02,7000000,DET,AL,982.0,19.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0
2286,SEA,AL,jonestr01,525000,CIN,NL,493.0,1303.0,173.0,356.0,56.0,6.0,27.0,164.0,62.0,19.0,100.0,140.0,10.0,13.0,7.0,11.0,37.0
2287,LAN,NL,jordabr01,9600000,SLN,NL,1456.0,5160.0,755.0,1454.0,267.0,37.0,184.0,821.0,119.0,48.0,353.0,842.0,25.0,74.0,2.0,57.0,118.0
2288,PHI,NL,jordake01,1000000,PHI,NL,560.0,1409.0,138.0,363.0,70.0,5.0,23.0,175.0,2.0,3.0,73.0,181.0,5.0,11.0,3.0,12.0,37.0
2289,PHI,NL,jordari02,1100000,PHI,NL,677.0,2104.0,261.0,592.0,116.0,10.0,55.0,304.0,10.0,6.0,77.0,303.0,17.0,15.0,0.0,25.0,61.0
2290,CIN,NL,jordari03,200000,CIN,NL,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2291,WAS,NL,jordata01,504300,WAS,NL,18.0,28.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0
2292,SLN,NL,jorgemi01,200000,NYN,NL,1633.0,3421.0,429.0,833.0,132.0,13.0,95.0,426.0,58.0,44.0,532.0,589.0,51.0,25.0,31.0,25.0,64.0
2293,MIN,AL,jorgete01,119000,MIN,AL,91.0,233.0,21.0,56.0,9.0,0.0,1.0,19.0,2.0,2.0,17.0,37.0,0.0,1.0,0.0,2.0,12.0
2294,KCA,AL,josefe01,1950000,KCA,AL,747.0,2527.0,322.0,708.0,135.0,14.0,54.0,324.0,102.0,57.0,203.0,507.0,28.0,9.0,3.0,14.0,50.0
2295,BAL,AL,josepca01,515000,BAL,AL,182.0,566.0,60.0,126.0,25.0,1.0,20.0,77.0,0.0,1.0,44.0,141.0,2.0,6.0,9.0,4.0,13.0
2296,LAA,AL,joycema01,4750000,TBA,AL,818.0,2429.0,326.0,589.0,139.0,14.0,93.0,334.0,29.0,19.0,329.0,600.0,20.0,25.0,2.0,32.0,46.0
2297,KCA,AL,joynewa01,4800000,CAL,AL,2033.0,7127.0,973.0,2060.0,409.0,26.0,204.0,1106.0,60.0,39.0,833.0,825.0,108.0,38.0,26.0,91.0,168.0
2298,TBA,AL,juddmi01,208000,LAN,NL,28.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0
2299,MIL,NL,judenje01,1000000,HOU,NL,147.0,119.0,5.0,13.0,3.0,0.0,1.0,13.0,0.0,0.0,1.0,60.0,0.0,1.0,11.0,0.0,3.0
2300,FLO,NL,juliojo01,3600000,BAL,AL,453.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2301,PHI,NL,jungeer01,300000,PHI,NL,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,BOS,AL,juraked01,125000,BOS,AL,193.0,302.0,35.0,80.0,11.0,5.0,1.0,33.0,1.0,4.0,38.0,49.0,1.0,1.0,5.0,3.0,7.0
2303,ATL,NL,jurrjja01,5500000,ATL,NL,138.0,223.0,17.0,25.0,3.0,1.0,0.0,7.0,0.0,1.0,18.0,75.0,0.0,1.0,29.0,0.0,4.0
2304,NYA,AL,justida01,7800000,ATL,NL,1610.0,5625.0,929.0,1571.0,280.0,24.0,305.0,1017.0,53.0,46.0,903.0,999.0,85.0,18.0,1.0,54.0,101.0
2305,OAK,AL,kaaihki01,482500,KCA,AL,126.0,411.0,45.0,91.0,19.0,1.0,15.0,46.0,1.0,1.0,49.0,95.0,2.0,1.0,2.0,2.0,14.0
2306,CLE,AL,kaiseje01,110000,CLE,AL,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,CHN,NL,kalisry01,550000,BOS,AL,146.0,380.0,51.0,93.0,18.0,5.0,4.0,34.0,16.0,5.0,26.0,92.0,1.0,1.0,3.0,2.0,12.0
2308,BAL,AL,kamiesc01,3350000,NYA,AL,250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2309,PIT,NL,kangju01,2500000,PIT,NL,126.0,421.0,60.0,121.0,24.0,2.0,15.0,58.0,5.0,4.0,28.0,99.0,0.0,17.0,0.0,1.0,10.0
2310,COL,NL,kaplega01,3425000,BOS,AL,1104.0,2983.0,443.0,799.0,176.0,16.0,82.0,386.0,77.0,30.0,269.0,480.0,6.0,17.0,20.0,25.0,68.0
2311,CHN,NL,karchma01,776000,CHA,AL,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2312,CHA,AL,karkoro01,2225000,CHA,AL,939.0,2597.0,336.0,574.0,120.0,6.0,96.0,335.0,24.0,14.0,233.0,749.0,8.0,26.0,65.0,27.0,39.0
2313,COL,NL,karlsc01,3700000,ML4,AL,179.0,134.0,11.0,19.0,2.0,1.0,2.0,7.0,0.0,1.0,8.0,42.0,0.0,1.0,23.0,1.0,1.0
2314,TBA,AL,karnsna01,508800,TBA,AL,32.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0
2315,PHI,NL,karpry01,150000,PHI,NL,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,CHN,NL,karroer01,8375000,LAN,NL,1755.0,6441.0,797.0,1724.0,324.0,11.0,284.0,1027.0,59.0,30.0,552.0,1167.0,21.0,31.0,0.0,76.0,181.0
2317,NYA,AL,karsast01,6000000,CLE,AL,358.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2318,PIT,NL,karstje01,3100000,PIT,NL,138.0,145.0,10.0,13.0,1.0,0.0,0.0,4.0,0.0,0.0,8.0,79.0,0.0,1.0,15.0,0.0,0.0
2319,TEX,AL,katama01,415000,ARI,NL,278.0,695.0,89.0,166.0,37.0,9.0,12.0,63.0,9.0,4.0,48.0,126.0,2.0,4.0,10.0,5.0,11.0
2320,ATL,NL,kawakke01,8333666,ATL,NL,52.0,65.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,22.0,0.0,0.0,9.0,0.0,1.0
2321,SEA,AL,kawasmu01,625000,TOR,AL,262.0,612.0,77.0,143.0,16.0,6.0,1.0,50.0,10.0,4.0,66.0,114.0,0.0,8.0,22.0,4.0,11.0
2322,OAK,AL,kazmisc01,13000000,TBA,AL,272.0,26.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0
2323,DET,AL,keaglgr01,200000,DET,AL,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2324,WAS,NL,kearnau01,8000000,CIN,NL,1125.0,3606.0,522.0,914.0,187.0,13.0,121.0,494.0,33.0,21.0,475.0,898.0,19.0,75.0,3.0,20.0,115.0
2325,SEA,AL,kearnbo01,300000,SEA,AL,479.0,1356.0,131.0,316.0,66.0,3.0,27.0,133.0,9.0,12.0,67.0,235.0,3.0,12.0,30.0,9.0,32.0
2326,NYA,AL,keislra01,211400,NYA,AL,56.0,25.0,4.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2327,SDN,NL,kellesh01,2835000,SEA,AL,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,MIA,NL,kellydo01,1250000,DET,AL,572.0,1071.0,146.0,248.0,28.0,7.0,23.0,95.0,16.0,2.0,90.0,166.0,2.0,11.0,11.0,7.0,22.0
2329,BOS,AL,kellyjo05,603000,SLN,NL,111.0,87.0,7.0,15.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,25.0,0.0,2.0,8.0,1.0,0.0
2330,TBA,AL,kellymi02,235000,ATL,NL,327.0,684.0,111.0,165.0,45.0,6.0,22.0,86.0,30.0,11.0,54.0,187.0,1.0,5.0,3.0,3.0,16.0
2331,NYA,AL,kellypa03,1100000,NYA,AL,681.0,1988.0,253.0,495.0,109.0,11.0,36.0,217.0,61.0,29.0,145.0,425.0,3.0,33.0,46.0,23.0,44.0
2332,LAN,NL,kellyro01,3733334,NYA,AL,1337.0,4797.0,687.0,1390.0,241.0,30.0,124.0,585.0,235.0,84.0,317.0,862.0,16.0,49.0,22.0,41.0,113.0
2333,SDN,NL,kempma01,21250000,LAN,NL,1270.0,4665.0,730.0,1346.0,246.0,36.0,205.0,748.0,182.0,61.0,403.0,1211.0,55.0,24.0,1.0,51.0,121.0
2334,NYA,AL,kempst01,1420000,DET,AL,1168.0,4058.0,581.0,1128.0,179.0,25.0,130.0,634.0,39.0,24.0,576.0,605.0,25.0,19.0,13.0,48.0,114.0
2335,OAK,AL,kendaja01,12858194,PIT,NL,2085.0,7627.0,1030.0,2195.0,394.0,35.0,75.0,744.0,189.0,89.0,721.0,686.0,51.0,254.0,36.0,63.0,176.0
2336,LAN,NL,kendrho01,9500000,LAA,AL,1198.0,4581.0,598.0,1341.0,271.0,32.0,87.0,555.0,101.0,38.0,238.0,843.0,28.0,47.0,24.0,24.0,144.0
2337,PHI,NL,kendrky01,7675000,PHI,NL,257.0,373.0,23.0,52.0,9.0,1.0,1.0,9.0,0.0,0.0,18.0,157.0,0.0,3.0,44.0,1.0,4.0
2338,SLN,NL,kennead01,3500000,ANA,AL,1691.0,5473.0,682.0,1488.0,288.0,42.0,80.0,571.0,179.0,62.0,401.0,839.0,43.0,72.0,55.0,53.0,108.0
2339,SDN,NL,kenneia01,9850000,ARI,NL,209.0,313.0,21.0,40.0,11.0,1.0,1.0,18.0,0.0,0.0,32.0,152.0,0.0,1.0,42.0,2.0,3.0
2340,OAK,AL,kennejo04,2800000,OAK,AL,222.0,91.0,6.0,16.0,2.0,1.0,0.0,8.0,0.0,0.0,3.0,25.0,0.0,0.0,9.0,0.0,1.0
2341,BAL,AL,kennete02,1020000,SDN,NL,1491.0,4979.0,474.0,1313.0,244.0,12.0,113.0,628.0,6.0,15.0,365.0,855.0,86.0,16.0,22.0,39.0,125.0
2342,FLO,NL,kensilo01,660000,FLO,NL,155.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2343,HOU,NL,kentje01,10000000,SFN,NL,2298.0,8498.0,1320.0,2461.0,560.0,47.0,377.0,1518.0,94.0,60.0,801.0,1522.0,61.0,125.0,10.0,103.0,224.0
2344,TBA,AL,kentst01,200000,TBA,AL,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,CHN,NL,keougma02,100000,OAK,AL,217.0,18.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
2346,CHA,AL,keppije01,3500000,HOU,NL,818.0,2882.0,324.0,814.0,139.0,10.0,45.0,295.0,12.0,8.0,199.0,214.0,9.0,16.0,31.0,26.0,100.0
2347,SLN,NL,kepshku01,100000,SLN,NL,51.0,88.0,6.0,8.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,41.0,0.0,0.0,13.0,1.0,0.0
2348,HOU,NL,kerfech01,122000,HOU,NL,123.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,2.0,0.0,0.0
2349,CLE,AL,kernji01,90000,CLE,AL,416.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2350,LAN,NL,kershcl01,32571000,LAN,NL,248.0,472.0,34.0,72.0,6.0,1.0,1.0,24.0,1.0,0.0,20.0,148.0,0.0,4.0,80.0,1.0,13.0
2351,TOR,AL,kershja01,315000,TOR,AL,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2352,HOU,AL,keuchda01,524500,HOU,AL,113.0,30.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0,0.0,0.0,6.0,1.0,0.0
2353,BAL,AL,keyji01,5390825,TOR,AL,471.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2354,CHA,AL,keysebr01,145000,CHA,AL,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,DET,AL,kidama01,1600000,DET,AL,65.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2356,BOS,AL,kieckda01,167500,BOS,AL,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,ML4,AL,kiefema01,130000,ML4,AL,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,NYA,AL,kiefest01,95000,ML4,AL,105.0,229.0,34.0,44.0,7.0,3.0,7.0,30.0,2.0,1.0,12.0,68.0,0.0,2.0,5.0,5.0,4.0
2359,OAK,AL,kieltbo01,2100000,OAK,AL,599.0,1792.0,257.0,456.0,105.0,6.0,53.0,253.0,21.0,6.0,246.0,372.0,15.0,22.0,5.0,19.0,49.0
2360,DET,AL,kielyjo01,140000,DET,AL,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,TBA,AL,kiermke01,513800,TBA,AL,260.0,836.0,97.0,220.0,41.0,20.0,20.0,75.0,23.0,9.0,47.0,166.0,2.0,5.0,7.0,4.0,10.0
2362,MIL,NL,kiescbr01,380000,CHN,NL,260.0,306.0,34.0,76.0,10.0,1.0,16.0,46.0,1.0,0.0,30.0,76.0,1.0,0.0,0.0,0.0,8.0
2363,COL,NL,kileda01,8442981,HOU,NL,364.0,657.0,38.0,87.0,23.0,0.0,2.0,40.0,0.0,0.0,43.0,300.0,0.0,4.0,81.0,1.0,9.0
2364,TOR,AL,kilgupa01,242500,TEX,AL,163.0,46.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,0.0,0.0,4.0,0.0,0.0
2365,SDN,NL,kimbrcr01,9000000,ATL,NL,355.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2366,COL,NL,kimby01,6575000,ARI,NL,394.0,153.0,4.0,19.0,3.0,0.0,0.0,10.0,0.0,0.0,6.0,39.0,0.0,0.0,19.0,1.0,2.0
2367,COL,NL,kimsu01,600000,MON,NL,118.0,60.0,5.0,11.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,17.0,0.0,0.0,10.0,1.0,1.0
2368,SLN,NL,kingcu01,210000,SLN,NL,68.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
2369,PIT,NL,kingemi01,750000,SEA,AL,819.0,2034.0,292.0,546.0,108.0,26.0,30.0,219.0,45.0,28.0,191.0,248.0,9.0,7.0,19.0,23.0,36.0
2370,CLE,AL,kinger01,1450000,DET,AL,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,KCA,AL,kingje01,4000000,PIT,NL,1201.0,4262.0,600.0,1091.0,222.0,18.0,154.0,709.0,75.0,32.0,442.0,584.0,27.0,20.0,17.0,71.0,97.0
2372,SEA,AL,kingke01,109000,SEA,AL,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,OAK,AL,kingmda01,1087500,NYN,NL,1941.0,6677.0,901.0,1575.0,240.0,25.0,442.0,1210.0,85.0,49.0,608.0,1816.0,72.0,53.0,16.0,75.0,139.0
2374,COL,NL,kingra01,2500000,MIL,NL,593.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2375,DET,AL,kingsge01,340000,BAL,AL,211.0,533.0,65.0,134.0,17.0,5.0,3.0,53.0,15.0,11.0,39.0,96.0,0.0,6.0,13.0,5.0,16.0
2376,LAN,NL,kinkami01,320000,NYN,NL,222.0,429.0,56.0,110.0,20.0,1.0,13.0,48.0,5.0,4.0,34.0,89.0,2.0,28.0,0.0,0.0,19.0
2377,SLN,NL,kinnejo01,405000,SLN,NL,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2378,MIL,NL,kinnema01,400000,MIL,AL,103.0,69.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,30.0,0.0,0.0,6.0,0.0,1.0
2379,DET,AL,kinslia01,16000000,TEX,AL,1381.0,5509.0,942.0,1518.0,324.0,34.0,184.0,704.0,197.0,52.0,534.0,727.0,9.0,65.0,32.0,52.0,127.0
2380,MIL,NL,kintzbr01,1075000,MIL,NL,172.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2381,CLE,AL,kipnija01,4166666,CLE,AL,607.0,2356.0,343.0,640.0,135.0,17.0,53.0,272.0,100.0,25.0,261.0,493.0,13.0,21.0,13.0,25.0,42.0
2382,MIN,AL,kippebo01,1000000,PIT,NL,274.0,95.0,6.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,30.0,0.0,1.0,11.0,0.0,2.0
2383,LAN,NL,kirbywa01,450000,CLE,AL,516.0,1198.0,183.0,302.0,51.0,9.0,14.0,119.0,44.0,21.0,98.0,168.0,3.0,6.0,13.0,10.0,21.0
2384,TEX,AL,kirkmmi01,495800,TEX,AL,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,BOS,AL,kisonbr01,370000,PIT,NL,388.0,404.0,31.0,66.0,15.0,5.0,3.0,31.0,2.0,2.0,16.0,158.0,0.0,3.0,33.0,1.0,5.0
2386,CHA,AL,kittlro01,550000,CHA,AL,843.0,2708.0,356.0,648.0,100.0,3.0,176.0,460.0,16.0,16.0,236.0,744.0,20.0,38.0,0.0,31.0,53.0
2387,ARI,NL,klassda01,227500,ARI,NL,85.0,261.0,34.0,59.0,8.0,2.0,6.0,23.0,2.0,3.0,21.0,84.0,0.0,2.0,3.0,0.0,6.0
2388,TEX,AL,kleinph01,509500,TEX,AL,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,SDN,NL,kleskry01,9000000,ATL,NL,1736.0,5611.0,874.0,1564.0,343.0,33.0,278.0,987.0,91.0,41.0,817.0,1077.0,84.0,29.0,4.0,55.0,125.0
2390,SFN,NL,klinest02,3000000,MON,NL,796.0,14.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0
2391,BAL,AL,klingsc01,109000,BAL,AL,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2392,OAK,AL,klinkjo01,235000,OAK,AL,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2393,CLE,AL,klubeco01,1200000,CLE,AL,109.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0
2394,CHN,NL,kmakjo01,130000,CHN,AL,70.0,163.0,16.0,37.0,8.0,0.0,1.0,13.0,6.0,2.0,20.0,25.0,0.0,3.0,1.0,1.0,4.0
2395,SEA,AL,knackbr01,114000,BOS,AL,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,HOU,NL,kneppbo01,1000000,HOU,NL,449.0,840.0,47.0,115.0,28.0,2.0,6.0,59.0,2.0,0.0,41.0,333.0,0.0,2.0,90.0,9.0,5.0
2397,PHI,NL,kniceal01,80000,HOU,NL,228.0,521.0,48.0,111.0,17.0,0.0,12.0,61.0,1.0,4.0,68.0,128.0,8.0,2.0,3.0,6.0,19.0
2398,NYN,NL,knighra01,645000,CIN,NL,1495.0,4829.0,490.0,1311.0,266.0,27.0,84.0,595.0,14.0,25.0,343.0,579.0,43.0,36.0,22.0,61.0,169.0
2399,MIN,AL,knoblch01,6150000,MIN,AL,1632.0,6366.0,1132.0,1839.0,322.0,64.0,98.0,615.0,407.0,117.0,804.0,730.0,22.0,139.0,20.0,56.0,116.0
