,team_id_salary,league_id_salary,salary,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,w,l,gs,sv,ipouts,er,baopp,era,wp,bk,bfp,gf,inn_outs,po,a,e,dp,Days Played
1584,MIL,NL,6000000,1532.0,1804.0,246.0,472.0,107.0,13.0,59.0,226.0,30.0,19.0,159.0,261.0,10.0,15.0,4.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11292.0,941.0,25.0,11.0,6.0,2583.0
1585,HOU,NL,1207500,105.0,0.0,11.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,28.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,74.0,10.0,0.4859999999999999,14.41,1.0,1.0,104.0,5.0,75.0,2.0,1.0,1.0,0.0,262.0
1586,KCA,AL,3150000,891.0,1409.0,176.0,352.0,50.0,11.0,3.0,111.0,62.5,18.0,111.0,173.0,5.0,12.0,35.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10413.0,718.0,534.25,26.0,87.0,2203.0
1587,NYA,AL,70285713,3409.75,3419.5,945.0,1884.75,152.5,9.0,191.5,357.5,20.0,12.0,667.5,1314.0,57.0,55.5,2.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,534.25,64.5,87.0,7082.0
1588,BOS,AL,6000000,1016.0,1417.0,219.0,372.0,75.0,3.0,52.0,209.0,1.0,3.0,251.0,356.0,10.0,16.0,9.0,11.0,38.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5919.0,781.0,29.0,16.0,49.0,1795.0
1589,DET,AL,1140000,28.0,42.0,4.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,16.0,40.0,3.0,5.0,24.0
1590,LAA,AL,1548750,499.0,890.0,104.0,227.0,45.0,10.0,8.0,94.0,10.0,4.0,52.0,135.0,0.0,7.0,9.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853.0,391.0,534.25,24.0,87.0,1521.0
1591,BAL,AL,15000000,1969.0,2917.0,364.0,759.0,152.5,7.0,127.0,357.5,2.0,7.0,224.0,442.0,21.0,16.0,1.0,19.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14913.0,1617.0,81.0,19.0,73.0,3710.0
1592,NYN,NL,225000,35.0,50.0,5.0,11.0,4.0,0.0,1.0,2.0,14.0,6.0,6.0,16.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,384.0,87.0,10.0,1.0,1.0,906.0
1593,CIN,NL,450000,14.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,0.0,2.0,0.0,308.0
1594,FLO,NL,624000,51.0,49.0,6.0,14.0,2.0,0.0,2.0,8.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,51.0,8.0,4.0,2.0,383.0
1595,PIT,NL,5850000,3409.75,3419.5,945.0,1553.0,152.5,17.5,191.5,357.5,62.5,35.0,667.5,1285.0,57.0,55.5,23.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,87.0,64.5,25.0,5815.0
1596,MIN,AL,1612500,219.0,9.0,217.0,435.0,0.0,0.0,37.0,0.0,0.0,0.0,142.0,285.0,6.0,14.0,10.0,11.0,22.0,26.0,27.0,73.0,0.0,1275.0,209.0,0.837,14.84,22.0,0.0,1816.0,0.0,690.0,47.0,58.0,1.0,7.0,823.0
1597,NYN,NL,2490000,957.0,6.0,269.0,570.0,0.0,0.0,55.0,0.0,0.0,0.0,237.0,348.0,43.0,13.0,1.0,0.0,0.0,22.0,24.0,30.0,2.5,1670.0,252.0,2.44,39.89,15.0,2.5,2423.0,52.5,1670.0,36.0,70.0,2.0,4.0,2971.0
1598,PIT,NL,187500,102.0,1.0,24.0,42.0,0.0,0.0,7.0,2.0,0.0,0.0,19.0,33.0,5.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,2.5,127.0,21.0,1.03,15.59,2.0,0.0,183.0,18.0,127.0,1.0,6.0,0.0,0.0,1010.0
1599,ANA,AL,2175000,1167.0,1610.0,158.0,381.0,75.0,12.0,32.0,171.0,24.0,21.0,102.0,448.0,1.0,7.0,34.0,14.0,26.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12418.0,926.0,534.25,64.5,87.0,3769.0
1600,CHA,AL,240000,574.0,709.0,74.0,162.0,27.0,0.0,10.0,50.0,27.0,13.0,70.0,151.0,2.0,2.0,5.0,5.0,11.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5767.0,556.0,534.25,21.0,87.0,3220.0
1601,SDN,NL,29000001,3409.75,3419.5,945.0,1884.75,152.5,17.5,191.5,357.5,62.5,35.0,667.5,835.0,57.0,51.0,4.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,118.0,64.5,27.0,5024.0
1602,PHI,NL,1557000,339.0,0.0,30.0,84.0,0.0,0.0,3.0,0.0,0.0,0.0,36.0,151.0,3.0,1.0,3.0,3.0,3.0,9.0,4.0,0.0,2.5,347.0,20.0,0.3829999999999998,2.98,2.0,0.0,464.0,39.0,138.0,2.0,7.0,1.0,1.0,479.0
1603,ATL,NL,11550000,1546.0,2934.0,468.0,813.0,152.5,16.0,76.0,333.0,62.5,25.0,318.0,523.0,6.0,36.0,30.0,22.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19164.0,1419.0,534.25,64.5,87.0,2355.0
1604,BAL,AL,1027500,549.0,820.0,67.0,189.0,30.0,0.0,19.0,88.0,62.5,35.0,47.0,162.0,2.0,6.0,11.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6351.0,1537.0,136.0,14.0,24.0,2174.0
1605,CIN,NL,1140000,58.0,86.0,3.0,15.0,2.0,1.0,0.0,8.0,2.0,0.0,0.0,33.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,34.0,73.0,5.0,18.0,1131.0
1606,ARI,NL,15750000,3407.0,3419.5,606.0,1115.0,152.5,17.5,118.0,357.5,62.5,35.0,466.0,708.0,21.0,42.0,9.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,212.0,64.5,40.0,4051.0
1607,CHA,AL,1650000,703.0,1153.0,115.0,294.0,61.0,10.0,25.0,125.0,0.0,6.0,90.0,207.0,10.0,5.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6351.0,232.0,531.0,45.0,50.0,2532.0
1608,TEX,AL,1530000,467.0,545.0,66.0,119.0,29.0,1.0,11.0,55.0,62.5,30.0,66.0,145.0,1.0,1.0,7.0,2.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3603.0,1175.0,71.0,10.0,27.0,2314.0
1609,CHA,AL,1479000,68.0,88.0,9.0,19.0,4.0,0.0,2.0,11.0,16.0,6.0,7.0,29.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,171.0,12.0,2.0,3.0,2469.0
1610,OAK,AL,1749999,598.0,971.0,120.0,236.0,52.0,4.0,38.0,140.0,9.0,2.0,105.0,230.0,3.0,25.0,6.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6414.0,339.0,510.0,26.0,87.0,1824.0
1611,DET,AL,999000,288.0,14.0,155.0,272.0,1.0,0.0,31.0,1.0,0.0,0.0,77.0,137.0,9.0,17.0,9.0,8.0,0.0,5.0,7.0,19.0,1.0,696.0,140.0,2.037,52.54,8.0,0.0,1027.0,27.0,693.0,17.0,17.0,2.0,2.0,2893.0
1612,SDN,NL,543000,402.0,301.0,41.0,66.0,5.0,4.0,1.0,19.0,4.0,2.0,46.0,49.0,1.0,1.0,8.0,2.0,9.0,0.0,0.0,59.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2176.0,125.0,238.0,6.0,38.0,1445.0
1613,SEA,AL,1350000,995.0,321.0,78.0,76.0,15.0,7.0,0.0,30.0,16.0,11.0,30.0,71.0,1.0,5.0,9.0,1.0,8.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805.0,284.0,99.0,11.0,11.0,2742.0
1614,NYA,AL,10200000,2527.0,3419.5,454.0,1100.0,152.5,17.5,36.0,357.5,62.5,35.0,279.0,607.0,34.0,25.0,48.5,23.0,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,23936.0,2443.75,534.25,64.5,77.0,5290.0
1615,ML4,AL,405000,69.0,0.0,93.0,148.0,0.0,0.0,14.0,0.0,0.0,0.0,61.0,83.0,0.0,3.0,0.0,0.0,0.0,6.0,10.0,46.0,0.0,364.0,79.0,0.66,17.81,3.0,2.0,562.0,0.0,364.0,4.0,11.0,3.0,1.0,368.0
1616,DET,AL,3450000,3409.75,3419.5,664.0,1217.0,152.5,17.5,74.0,357.5,62.5,35.0,338.0,625.0,18.0,42.0,48.5,33.0,70.0,0.0,0.0,542.5,0.0,6.0,1.0,0.4,9.0,1.0,0.0,9.0,2.0,23936.0,2443.75,162.0,64.5,40.0,3681.0
1617,PHI,NL,12000000,3199.0,3419.5,553.0,1100.0,152.5,17.5,59.0,333.0,62.5,35.0,208.0,502.0,10.0,21.0,48.5,32.0,55.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,107.0,36.0,28.0,3038.0
1618,CIN,NL,510000,21.0,3.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,5.0,0.185,6.03,2.0,0.0,61.0,2.0,44.0,1.0,0.0,0.0,1.0,747.0
1619,SLN,NL,37500000,3013.0,3419.5,889.0,1375.0,152.5,10.0,191.5,357.5,56.0,29.0,667.5,1314.0,40.0,46.0,0.0,43.5,70.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,1922.0,534.25,64.5,87.0,4445.0
1620,NYN,NL,33000000,2073.0,1323.0,945.0,1884.75,25.0,2.0,191.5,90.0,1.0,0.0,667.5,1314.0,57.0,55.5,48.5,43.5,14.0,40.0,45.0,542.5,0.0,2387.5,370.0,4.03875,81.53999999999999,40.0,2.5,3431.25,0.0,13235.0,262.0,534.25,26.0,67.0,7668.0
1621,DET,AL,1530000,921.0,2.0,232.0,433.0,0.0,0.0,40.0,0.0,0.0,0.0,200.0,266.0,22.0,11.0,1.0,0.0,0.0,15.0,23.0,32.0,2.5,1342.0,211.0,3.29,61.25999999999999,21.0,2.5,1910.0,52.5,1342.0,18.0,68.0,4.0,2.0,4758.0
1622,FLO,NL,5700000,1411.0,1673.0,195.0,470.0,93.0,9.0,34.0,222.0,12.0,9.0,109.0,224.0,14.0,11.0,7.0,19.0,47.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,9663.0,2443.75,154.0,19.0,87.0,4041.0
1623,TBA,AL,3225000,789.0,28.0,310.0,556.0,0.0,0.0,74.0,1.0,0.0,0.0,186.0,338.0,17.0,22.0,18.0,16.0,0.0,29.0,26.0,47.0,2.5,1550.0,289.0,2.5380000000000003,43.88,22.0,0.0,2261.0,52.5,1548.0,40.0,59.0,5.0,3.0,3287.0
1624,TEX,AL,720000,156.0,4.0,174.0,280.0,0.0,0.0,41.0,0.0,0.0,0.0,117.0,118.0,4.0,7.0,4.0,3.0,1.0,9.0,20.0,50.0,0.0,679.0,157.0,1.172,30.79,11.0,1.0,1064.0,7.0,680.0,20.0,25.0,2.0,1.0,2243.0
1625,KCA,AL,3937500,741.0,2.0,275.0,481.0,0.0,0.0,67.0,0.0,0.0,0.0,170.0,286.0,13.0,15.0,13.0,17.0,0.0,22.0,23.0,43.0,2.5,1307.0,256.0,1.972,40.13,25.0,1.0,1938.0,52.5,1311.0,19.0,39.0,6.0,4.0,2163.0
1626,OAK,AL,1440000,30.0,2.0,32.0,58.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,24.0,0.0,4.0,1.0,3.0,0.0,1.0,6.0,8.0,0.0,138.0,26.0,0.622,10.39,0.0,0.0,210.0,1.0,138.0,4.0,7.0,0.0,1.0,351.0
1627,NYN,NL,1527375,123.0,1.0,11.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,40.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,120.0,11.0,0.339,5.130000000000001,3.0,0.0,158.0,14.0,21.0,1.0,1.0,0.0,0.0,397.0
1628,PIT,NL,435000,167.0,214.0,22.0,46.0,5.0,0.0,7.0,19.0,58.0,19.0,33.0,73.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1683.0,395.0,34.0,12.0,6.0,2189.0
1629,DET,AL,600000,198.0,0.0,131.0,234.0,0.0,0.0,35.0,0.0,0.0,0.0,82.0,131.0,5.0,5.0,0.0,0.0,0.0,8.0,11.0,44.0,1.0,548.0,126.0,1.36,26.0,10.0,1.0,854.0,18.0,548.0,10.0,13.0,1.0,1.0,1269.0
1630,TOR,AL,1538400,469.0,676.0,77.0,158.0,27.0,7.0,8.0,68.0,2.0,2.0,46.0,153.0,0.0,1.0,13.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262.0,350.0,534.25,10.0,87.0,772.0
1631,ARI,NL,9300000,1228.0,2245.0,391.0,672.0,152.5,8.0,116.0,357.5,62.5,18.0,361.0,589.0,57.0,11.0,0.0,25.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11955.0,2443.75,389.0,24.0,87.0,1525.0
1632,LAN,NL,1500000,1063.0,94.0,945.0,1884.75,0.0,0.0,149.0,7.0,0.0,0.0,656.0,1154.0,28.0,27.0,12.0,0.0,1.0,40.0,45.0,528.0,2.5,2387.5,370.0,3.5600000000000005,51.81999999999999,40.0,2.5,3431.25,39.0,6119.0,152.0,287.0,21.0,26.0,3991.0
1633,TBA,AL,1523400,520.0,1.0,84.0,151.0,0.0,0.0,24.0,1.0,0.0,0.0,62.0,145.0,10.0,6.0,5.0,9.0,2.0,11.0,12.0,0.0,1.0,501.0,78.0,1.197,22.51,10.0,1.0,709.0,48.0,324.0,5.0,17.0,1.0,0.0,1614.0
1634,BOS,AL,15000000,2671.0,3419.5,497.0,838.0,152.5,14.0,163.0,357.5,50.0,24.0,417.0,1089.0,19.0,55.5,2.0,43.5,52.0,0.0,0.0,0.0,0.0,3.0,2.0,0.6,18.0,0.0,0.0,6.0,1.0,14382.0,1172.0,38.0,23.0,7.0,4405.0
1635,PHI,NL,2775000,963.0,6.0,201.0,374.0,0.0,0.0,33.0,1.0,0.0,0.0,193.0,288.0,17.0,13.0,14.0,8.0,0.0,30.0,23.0,0.0,2.5,1104.0,188.0,1.399,35.52,25.0,1.0,1648.0,52.5,1104.0,23.0,24.0,3.0,0.0,1933.0
1636,CLE,AL,3000000,709.0,1239.0,153.0,325.0,69.0,5.0,48.0,170.0,62.5,35.0,61.0,323.0,4.0,20.0,1.0,19.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6078.0,2443.75,215.0,21.0,27.0,1234.0
1637,MIL,NL,24000000,3153.0,3419.5,527.0,908.0,152.5,17.5,103.0,357.5,62.5,35.0,222.0,863.0,7.0,55.5,35.0,21.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21168.0,2443.75,62.0,44.0,19.0,3062.0
1638,SDN,NL,9000000,2988.0,3419.5,517.0,1206.0,152.5,17.5,60.0,357.5,35.0,33.0,408.0,750.0,17.0,41.0,48.5,32.0,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,534.25,64.5,87.0,5540.0
1639,MIL,NL,1522500,148.0,153.0,18.0,28.0,12.0,2.0,1.0,8.0,0.0,0.0,5.0,51.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,51.0,101.0,6.0,24.0,1419.0
1640,PHI,NL,2400000,555.0,19.0,220.0,461.0,0.0,0.0,44.0,0.0,0.0,0.0,139.0,264.0,23.0,14.0,11.0,24.0,7.0,21.0,21.0,46.0,1.0,1272.0,196.0,1.6760000000000002,24.660000000000004,16.0,0.0,1841.0,48.0,1050.0,35.0,61.0,2.0,4.0,1897.0
1641,BAL,AL,2775000,1218.0,1916.0,241.0,466.0,92.0,2.0,79.0,259.0,4.0,10.0,255.0,399.0,6.0,25.0,17.0,25.0,42.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14171.0,437.0,534.25,53.0,87.0,2204.0
1642,SFN,NL,360000,214.0,8.0,41.0,74.0,0.0,0.0,6.0,0.0,0.0,0.0,51.0,57.0,6.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,237.0,40.0,0.74,14.04,7.0,1.0,347.0,20.0,237.0,4.0,6.0,2.0,0.0,907.0
1643,LAN,NL,65571429,3267.0,3419.5,899.0,1792.0,152.5,12.0,191.5,357.5,6.0,4.0,667.5,1207.0,57.0,40.0,4.0,43.5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,534.25,64.5,87.0,4186.0
1644,CHN,NL,17250000,2776.0,3419.5,623.0,1209.0,152.5,17.5,137.0,357.5,62.5,35.0,392.0,1165.0,12.0,45.0,48.5,32.0,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2103.0,534.25,64.5,87.0,4429.0
1645,CIN,NL,16125000,3191.0,3419.5,667.0,1418.0,152.5,17.5,157.0,357.5,30.0,22.0,300.0,1168.0,48.0,55.5,48.5,43.0,70.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2409.0,534.25,64.5,87.0,5714.0
1646,TEX,AL,2250000,813.0,950.0,97.0,227.0,46.0,7.0,4.0,91.0,2.0,5.0,45.0,130.0,5.0,7.0,9.0,12.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6639.0,411.0,534.25,24.0,87.0,2148.0
1647,FLO,NL,1260000,210.0,225.0,21.0,41.0,6.0,1.0,3.0,13.0,1.0,6.0,31.0,70.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0,128.0,52.0,12.0,14.0,892.0
1648,COL,NL,48000000,2737.0,3371.0,570.0,978.0,152.5,17.5,176.0,357.5,62.5,26.0,291.0,827.0,41.0,17.0,7.0,29.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18360.0,1675.0,63.0,22.0,7.0,2683.0
1649,BOS,AL,900000,60.0,20.0,39.0,83.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,42.0,3.0,1.0,3.0,7.0,0.0,3.0,2.0,7.0,0.0,199.0,37.0,0.616,11.02,7.0,0.0,293.0,3.0,198.0,5.0,9.0,0.0,0.0,1107.0
1650,ARI,NL,1233000,363.0,72.0,252.0,457.0,1.0,0.0,65.0,3.0,0.0,0.0,132.0,255.0,16.0,23.0,27.0,10.0,0.0,17.0,27.0,47.0,0.0,1104.0,242.0,3.93,84.0375,22.0,2.0,1660.0,23.0,1101.0,13.0,49.0,3.0,5.0,3646.0
1651,SDN,NL,1221900,333.0,478.0,54.0,122.0,23.0,2.0,11.0,51.0,2.0,5.0,36.0,112.0,1.0,5.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607.0,153.0,230.0,9.0,42.0,510.0
1652,DET,AL,1305000,166.0,32.0,105.0,169.0,1.0,0.0,20.0,3.0,0.0,0.0,63.0,92.0,2.0,4.0,10.0,6.0,1.0,4.0,8.0,18.0,0.0,451.0,97.0,1.875,48.690000000000005,2.0,0.0,657.0,25.0,450.0,16.0,16.0,1.0,1.0,1837.0
1653,FLO,NL,510000,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,0.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0
1654,WAS,NL,33000000,651.0,216.0,559.0,1143.0,4.0,0.0,102.0,9.0,0.0,0.0,544.0,1314.0,12.0,33.0,48.5,30.0,12.0,40.0,45.0,211.0,0.0,2387.5,370.0,1.925,33.39,33.0,2.5,3431.25,3.0,3270.0,50.0,164.0,7.0,9.0,2614.0
1655,TBA,AL,5100000,394.0,86.0,342.0,598.0,1.0,0.0,73.0,3.0,0.0,0.0,242.0,382.0,15.0,24.0,28.0,19.0,1.0,30.0,35.0,126.0,0.0,1718.0,314.0,1.7520000000000002,39.41,11.0,2.5,2513.0,11.0,1716.0,33.0,54.0,7.0,1.0,3409.0
1656,PIT,NL,840000,1237.0,676.0,95.0,144.0,30.0,7.0,9.0,42.0,33.0,9.0,60.0,186.0,7.0,2.0,7.0,5.0,8.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10410.0,943.0,26.0,28.0,5.0,2523.0
1657,TEX,AL,39000000,3409.75,3419.5,945.0,1884.75,152.5,17.5,191.5,357.5,26.0,19.0,457.0,1273.0,57.0,55.5,2.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,148.0,64.5,30.0,5751.0
1658,ARI,NL,32019984,3409.75,3419.5,945.0,1884.75,152.5,17.5,191.5,357.5,62.5,35.0,667.5,1218.0,57.0,55.5,10.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,189.0,64.5,28.0,6599.0
1659,COL,NL,1035000,613.0,875.0,100.0,248.0,51.0,3.0,23.0,98.0,5.0,10.0,39.0,157.0,1.0,12.0,19.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5376.0,450.0,446.0,8.0,87.0,875.0
1660,HOU,AL,3187500,752.0,1038.0,120.0,268.0,54.0,2.0,24.0,83.0,15.0,14.0,55.0,198.0,0.0,7.0,20.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5034.0,537.0,534.25,31.0,87.0,1276.0
1661,BAL,AL,18000000,1527.0,3.0,177.0,372.0,1.0,0.0,42.0,2.0,0.0,0.0,205.0,511.0,22.0,16.0,21.0,14.0,0.0,17.0,24.0,0.0,2.5,1333.0,155.0,2.697,43.1,27.0,1.0,1902.0,52.5,1332.0,9.0,48.0,2.0,4.0,3701.0
1662,BAL,AL,9825000,303.0,9.0,261.0,555.0,0.0,0.0,86.0,0.0,0.0,0.0,190.0,420.0,8.0,24.0,7.0,13.0,13.0,39.0,33.0,95.0,0.0,1741.0,246.0,1.003,15.17,15.0,2.5,2439.0,1.0,1305.0,26.0,58.0,2.0,5.0,1219.0
1663,PHI,NL,11000001,18.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,4.0,0.346,6.75,0.0,0.0,29.0,4.0,15.0,0.0,1.0,0.0,0.0,24.0
1664,CAL,AL,2250000,1436.0,1539.0,185.0,368.0,59.0,4.0,19.0,136.0,23.0,16.0,161.0,230.0,3.0,13.0,33.0,10.0,54.0,0.0,0.0,435.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12826.0,902.0,534.25,52.0,87.0,4811.0
1665,SDN,NL,2100000,551.0,836.0,75.0,200.0,41.0,3.0,17.0,103.0,62.5,35.0,79.0,112.0,9.0,10.0,2.0,6.0,27.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,4.0,1.0,5888.0,1515.0,129.0,18.0,24.0,2475.0
1666,NYN,NL,17750001,1294.0,741.0,945.0,1884.75,15.0,5.0,191.5,67.0,1.0,1.0,667.5,1314.0,42.0,55.5,48.5,8.0,13.0,40.0,45.0,542.5,2.5,2387.5,370.0,4.004,76.05,40.0,2.5,3431.25,4.0,8402.0,224.0,423.0,34.0,35.0,6019.0
1667,CHN,NL,924000,1176.0,1014.0,129.0,251.0,38.0,4.0,3.0,56.0,62.5,28.0,87.0,221.0,1.0,3.0,28.0,6.0,22.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14074.0,1332.0,18.0,16.0,10.0,1528.0
1668,COL,NL,10250001,3409.75,3419.5,636.0,1029.0,125.0,17.5,24.0,284.0,62.5,35.0,365.0,660.0,3.0,13.0,48.5,18.0,44.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,63.0,39.0,12.0,4778.0
1669,KCA,AL,37500000,3062.0,3419.5,605.0,1140.0,152.5,17.5,134.0,357.5,62.5,35.0,468.0,1000.0,34.0,55.5,5.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2360.0,534.25,59.0,79.0,3107.0
1670,MIA,NL,7500000,926.0,1845.0,261.0,540.0,67.0,17.5,8.0,114.0,62.5,35.0,93.0,308.0,4.0,10.0,14.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7644.0,785.0,534.25,53.0,87.0,1581.0
